nome,squadra1516,pg1516,mv1516,mf1516,gf1516,gs1516,rp1516,rc1516,rplus1516,rminus1516,ass1516,asf1516,amm1516,esp1516,au1516,squadra1617,pg1617,mv1617,mf1617,gf1617,gs1617,rp1617,rc1617,rplus1617,rminus1617,ass1617,asf1617,amm1617,esp1617,au1617,squadra1718,pg1718,mv1718,mf1718,gf1718,gs1718,rp1718,rc1718,rplus1718,rminus1718,ass1718,asf1718,amm1718,esp1718,au1718,squadra1819,pg1819,mv1819,mf1819,gf1819,gs1819,rp1819,rc1819,rplus1819,rminus1819,ass1819,asf1819,amm1819,esp1819,au1819
BARZAGLI,Juventus,31,6.27,6.34,1,0,0,0,0,0,0,0,2,0,0,Juventus,20,6.12,6.08,0,0,0,0,0,0,0,0,2,0,0,Juventus,20,6.02,5.92,0,0,0,0,0,0,1,0,2,0,1,Juventus,4,6,6,0,0,0,0,0,0,0,0,0,0,0
BONUCCI,Juventus,36,6.15,6.29,3,0,0,0,0,0,1,0,6,0,1,Juventus,29,6.09,6.31,3,0,0,0,0,0,0,0,5,0,0,Milan,35,5.83,5.9,2,0,0,0,0,0,0,0,5,1,0,Juventus,29,6.02,6.29,3,0,0,0,0,0,0,0,2,0,0
CHIELLINI,Juventus,24,6.17,6.17,1,0,0,0,0,0,0,0,4,1,0,Juventus,20,6.1,6.35,2,0,0,0,0,0,1,0,4,0,0,Juventus,24,6.21,6.21,0,0,0,0,0,0,1,0,2,0,0,Juventus,23,6.35,6.46,1,0,0,0,0,0,1,0,3,0,0
RUGANI,Juventus,15,6.2,6.13,0,0,0,0,0,0,0,0,2,0,0,Juventus,14,6.5,6.79,2,0,0,0,0,0,0,0,4,0,0,Juventus,22,6.14,6.39,2,0,0,0,0,0,1,0,3,0,0,Juventus,15,5.93,6.23,2,0,0,0,0,0,0,0,3,0,0
ASAMOAH,Juventus,8,6.31,6.38,0,0,0,0,0,0,1,0,1,0,0,Juventus,17,6.12,6.12,0,0,0,0,0,0,1,0,2,0,0,Juventus,19,6.11,6,0,0,0,0,0,0,0,0,4,0,0,Inter,32,6.02,5.95,0,0,0,0,0,0,1,0,6,0,0
KHEDIRA,Juventus,19,6.29,7.11,5,0,0,0,0,0,3,0,3,1,0,Juventus,31,6.05,6.6,5,0,0,0,0,0,3,0,2,0,0,Juventus,26,6.17,7.27,9,0,0,0,0,0,2,0,1,0,0,Juventus,10,6.1,6.7,2,0,0,0,0,0,0,0,0,0,0
MARCHISIO,Juventus,22,6.27,6.18,0,0,0,0,0,0,1,1,8,0,0,Juventus,18,6.28,6.44,1,0,0,0,0,0,1,0,2,0,0,Juventus,12,6.04,6.08,0,0,0,0,0,0,1,0,1,0,0,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PADOIN,Juventus,8,5.69,5.94,1,0,0,0,0,0,0,0,2,0,0,Cagliari,28,5.68,5.71,1,0,0,0,0,0,1,0,6,0,0,Cagliari,37,5.73,5.76,1,0,0,0,0,0,0,0,4,0,0,Cagliari,28,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
STURARO,Juventus,17,5.74,5.74,1,0,0,0,0,0,0,0,6,0,0,Juventus,16,5.91,5.75,0,0,0,0,0,0,0,0,5,0,0,Juventus,11,5.77,5.73,0,0,0,0,0,0,0,0,1,0,0,Genoa,5,5.7,6.1,1,0,0,0,0,0,0,0,0,1,0
DYBALA,Juventus,33,6.47,8.39,13,0,0,6,6,0,5,2,1,0,0,Juventus,29,6.55,7.9,8,0,0,3,3,0,5,2,2,0,0,Juventus,33,6.45,8.42,19,0,0,5,3,2,3,2,0,0,0,Juventus,27,5.94,6.56,4,0,0,1,1,0,2,0,2,0,0
MANDZUKIC,Juventus,27,6.3,7.35,10,0,0,0,0,0,1,0,5,0,0,Juventus,32,6.17,6.81,7,0,0,0,0,0,2,0,5,0,0,Juventus,32,5.88,6.33,5,0,0,0,0,0,2,0,3,1,0,Juventus,25,6.36,7.6,9,0,0,0,0,0,6,0,4,0,0
ALEX SANDRO,Juventus,19,6.45,6.74,2,0,0,0,0,0,3,0,5,1,0,Juventus,26,6.23,6.52,3,0,0,0,0,0,3,0,5,0,1,Juventus,26,6.08,6.54,4,0,0,0,0,0,4,0,8,0,0,Juventus,29,6.05,6.14,1,0,0,0,0,0,3,0,7,0,0
CUADRADO,Juventus,26,6.4,6.98,4,0,0,0,0,0,3,1,2,0,0,Juventus,30,5.98,6.25,2,0,0,0,0,0,5,1,8,0,0,Juventus,20,6.35,7.12,4,0,0,0,0,0,6,0,5,0,0,Juventus,16,5.78,5.97,1,0,0,0,0,0,2,0,4,0,0
BERISHA E,Lazio,11,6.05,5.09,0,13,1,0,0,0,0,0,1,0,0,Atalanta,26,6.17,5.13,0,26,0,0,0,0,0,0,2,0,0,Atalanta,31,6.13,5.13,0,34,1,0,0,0,0,0,0,0,0,Atalanta,18,5.97,4.56,0,25,0,0,0,0,0,0,1,0,0
MARCHETTI,Lazio,29,6.24,5.1,0,39,2,0,0,0,0,0,0,0,0,Lazio,17,6.18,5.24,0,22,2,0,0,0,0,0,0,0,0,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genoa,4,5.75,3.12,0,10,0,0,0,0,0,0,1,0,0
BASTA,Lazio,22,5.7,5.59,0,0,0,0,0,0,0,0,1,0,1,Lazio,27,5.94,6.09,1,0,0,0,0,0,2,0,2,0,0,Lazio,11,5.95,6.05,0,0,0,0,0,0,1,0,0,0,0,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE VRIJ,Lazio,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0,Lazio,27,6.24,6.48,2,0,0,0,0,0,2,0,3,0,0,Lazio,36,6.25,6.74,6,0,0,0,0,0,1,0,3,0,0,Inter,28,6.07,6.18,2,0,0,0,0,0,0,0,2,0,1
PATRIC,Lazio,8,5.69,5.44,0,0,0,0,0,0,0,0,2,1,0,Lazio,16,5.75,5.69,0,0,0,0,0,0,1,0,4,0,0,Lazio,10,5.9,5.95,0,0,0,0,0,0,1,0,1,0,0,Lazio,14,5.75,5.71,0,0,0,0,0,0,0,0,1,0,0
RADU,Lazio,13,5.62,5.5,0,0,0,0,0,0,1,0,3,1,0,Lazio,29,5.78,5.84,2,0,0,0,0,0,1,0,10,0,0,Lazio,31,5.82,5.73,0,0,0,0,0,0,2,0,8,1,0,Lazio,28,5.8,5.75,0,0,0,0,0,0,1,0,5,0,0
BIGLIA,Lazio,27,6.33,6.65,2,0,0,2,2,0,0,2,9,1,0,Lazio,28,6,6.18,1,0,0,5,3,2,1,2,8,0,0,Milan,26,5.83,5.88,1,0,0,0,0,0,1,0,5,0,0,Milan,15,5.93,6.03,1,0,0,0,0,0,0,0,3,0,0
CANDREVA,Lazio,30,6.32,7.15,4,0,0,8,6,2,3,0,4,0,0,Inter,38,6.07,6.67,6,0,0,1,0,1,8,1,2,0,0,Inter,34,6.07,6.25,0,0,0,0,0,0,7,1,4,0,0,Inter,11,6,6.27,1,0,0,0,0,0,0,0,0,0,0
CATALDI,Lazio,18,5.69,5.75,1,0,0,0,0,0,3,0,8,1,0,Genoa,22,5.84,5.84,1,0,0,0,0,0,0,1,8,0,0,Benevento,29,5.59,5.62,1,0,0,0,0,0,2,1,8,1,0,Lazio,11,6.09,6.64,2,0,0,0,0,0,0,1,2,0,0
LULIC,Lazio,30,5.85,6.07,3,0,0,0,0,0,3,0,9,1,0,Lazio,31,6.16,6.56,3,0,0,0,0,0,8,0,7,1,0,Lazio,35,5.96,6.19,2,0,0,1,1,0,5,0,6,1,1,Lazio,35,5.9,6.2,4,0,0,0,0,0,1,0,5,0,0
PAROLO,Lazio,30,5.85,6,3,0,0,0,0,0,0,0,9,0,0,Lazio,34,6.06,6.34,5,0,0,0,0,0,0,0,11,0,0,Lazio,31,6.03,6.52,4,0,0,0,0,0,5,0,2,1,0,Lazio,32,6.17,6.55,4,0,0,0,0,0,3,0,7,0,0
DJORDJEVIC,Lazio,23,5.52,5.93,3,0,0,0,0,0,2,0,1,1,0,Lazio,12,5.58,5.58,0,0,0,0,0,0,0,0,0,0,0,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chievo,12,5.42,5.62,1,0,0,0,0,0,0,0,1,0,0
KEITA B,Lazio,30,6.18,6.53,4,0,0,0,0,0,1,0,5,0,0,Lazio,31,6.65,8.23,14,0,0,2,2,0,4,0,4,1,0,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inter,21,6.02,6.76,5,0,0,0,0,0,2,0,1,1,0
MATRI,Lazio,18,5.58,6.22,4,0,0,0,0,0,1,0,1,1,0,Sassuolo,28,5.84,6.68,8,0,0,0,0,0,0,0,1,0,0,Sassuolo,20,5.85,5.98,2,0,0,3,1,2,0,0,1,0,0,Sassuolo,15,5.7,6.03,2,0,0,0,0,0,0,0,3,0,0
MILINKOVIC-SAVIC,Lazio,23,6.02,6,1,0,0,0,0,0,0,0,5,1,0,Lazio,34,6.22,6.63,4,0,0,0,0,0,6,0,8,0,0,Lazio,35,6.49,7.49,12,0,0,0,0,0,3,0,8,0,0,Lazio,31,5.87,6.31,5,0,0,0,0,0,3,0,7,1,0
DONNARUMMA G,Milan,29,6.34,5.29,0,29,0,0,0,0,0,0,3,0,0,Milan,38,6.32,5.26,0,45,2,0,0,0,0,0,2,0,0,Milan,38,6.09,4.91,0,42,0,0,0,0,0,0,2,0,1,Milan,35,6.33,5.47,0,31,1,0,0,0,0,0,4,0,0
ABATE,Milan,26,6.12,6.13,1,0,0,0,0,0,1,0,7,0,0,Milan,23,5.7,5.74,0,0,0,0,0,0,2,0,2,0,0,Milan,16,5.75,5.84,1,0,0,0,0,0,0,0,3,0,0,Milan,18,6.06,5.94,0,0,0,0,0,0,0,0,4,0,0
ANTONELLI,Milan,28,6.09,6.41,3,0,0,0,0,0,1,0,2,0,0,Milan,6,6.17,6.08,0,0,0,0,0,0,0,0,1,0,0,Milan,3,5.33,5.17,0,0,0,0,0,0,0,0,1,0,0,Empoli,12,5.83,5.88,0,0,0,0,0,0,1,0,1,0,0
CALABRIA,Milan,6,6,5.67,0,0,0,0,0,0,0,0,4,0,0,Milan,11,5.82,5.77,0,0,0,0,0,0,1,0,3,0,0,Milan,18,5.97,6.25,1,0,0,0,0,0,3,0,0,1,0,Milan,25,5.9,5.96,1,0,0,0,0,0,1,0,5,0,0
DE SCIGLIO,Milan,22,5.52,5.45,0,0,0,0,0,0,0,0,3,0,0,Milan,25,5.66,5.58,0,0,0,0,0,0,0,0,4,0,0,Juventus,12,6.42,6.62,1,0,0,0,0,0,0,0,1,0,0,Juventus,20,6.02,6.02,0,0,0,0,0,0,1,0,2,0,0
ZAPATA C,Milan,16,5.69,5.75,1,0,0,0,0,0,0,0,4,0,0,Milan,14,5.75,5.96,1,0,0,0,0,0,0,0,0,0,0,Milan,11,6.09,6,0,0,0,0,0,0,0,0,2,0,0,Milan,12,6.08,5.92,0,0,0,0,0,0,0,0,4,0,0
BERTOLACCI,Milan,25,5.76,5.8,1,0,0,0,0,0,1,0,6,0,0,Milan,13,5.88,6,1,0,0,0,0,0,0,0,3,0,0,Genoa,33,5.83,5.79,1,0,0,0,0,0,0,0,7,1,0,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONAVENTURA,Milan,33,6.26,6.89,6,0,0,0,0,0,4,3,8,0,0,Milan,19,6.47,6.87,3,0,0,0,0,0,0,0,3,0,0,Milan,32,6.02,6.81,8,0,0,0,0,0,3,0,3,0,0,Milan,8,6.12,7.25,3,0,0,0,0,0,0,0,0,0,0
MAURI J,Milan,4,6,5.75,0,0,0,0,0,0,0,0,2,0,0,Empoli,14,5.71,5.57,0,0,0,0,0,0,0,0,4,0,0,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milan,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0,0
MONTOLIVO,Milan,31,5.79,5.74,0,0,0,0,0,0,1,0,5,0,0,Milan,9,5.94,5.83,0,0,0,0,0,0,0,0,2,0,0,Milan,16,5.78,5.88,1,0,0,0,0,0,1,0,3,1,0,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLI,Milan,12,5.83,5.88,0,0,0,0,0,0,1,0,1,0,0,Milan,7,5.79,5.71,0,0,0,0,0,0,0,0,1,0,0,Bologna,31,5.9,5.94,2,0,0,0,0,0,0,0,8,1,0,Bologna,28,6.11,6.48,4,0,0,0,0,0,1,0,5,0,0
NIANG,Milan,15,6.13,7.37,3,0,0,2,2,0,3,1,1,0,0,Milan,14,5.68,5.96,2,0,0,3,1,2,2,0,0,1,0,Torino,24,5.75,6.19,4,0,0,0,0,0,1,0,5,0,0,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETAGNA,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atalanta,33,6.29,6.89,5,0,0,0,0,0,6,0,2,0,0,Atalanta,29,5.95,6.36,4,0,0,0,0,0,3,0,6,0,0,SPAL,36,6.1,7.32,10,0,0,6,6,0,0,0,8,0,0
ROMAGNOLI A,Milan,34,5.97,5.82,0,0,0,0,0,0,0,0,8,1,0,Milan,27,5.91,5.94,1,0,0,0,0,0,1,0,4,1,0,Milan,27,6.04,6.09,2,0,0,0,0,0,0,0,7,1,0,Milan,32,6.27,6.28,2,0,0,0,0,0,0,0,5,1,1
LOCATELLI M,Milan,1,5,4.5,0,0,0,0,0,0,0,0,1,0,0,Milan,25,5.92,6.02,2,0,0,0,0,0,0,0,7,0,0,Milan,15,5.93,5.8,0,0,0,0,0,0,0,0,4,0,0,Sassuolo,26,5.94,6.21,2,0,0,0,0,0,2,2,7,0,0
GRASSI,Napoli,13,6.04,5.81,0,0,0,0,0,0,0,0,4,1,0,Atalanta,15,5.9,6.03,1,0,0,0,0,0,0,0,2,0,0,SPAL,28,6.11,6.38,3,0,0,0,0,0,0,0,3,0,0,Parma,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0,0
HYSAJ,Napoli,37,6.03,6.01,0,0,0,0,0,0,2,0,5,0,0,Napoli,34,5.81,5.63,0,0,0,0,0,0,0,0,8,0,1,Napoli,35,5.94,5.91,0,0,0,0,0,0,1,0,2,1,0,Napoli,25,5.76,5.76,0,0,0,0,0,0,2,0,4,0,0
REINA,Napoli,37,6.12,5.32,0,29,0,0,0,0,0,0,1,0,0,Napoli,37,6.09,5.14,0,38,1,0,0,0,0,0,1,0,0,Napoli,37,6.08,5.28,0,29,0,0,0,0,0,0,1,0,0,Milan,4,6.38,5.12,0,5,0,0,0,0,0,0,0,0,0
ALBIOL,Napoli,36,6.06,6.03,1,0,0,0,0,0,1,0,10,0,0,Napoli,26,6.17,6.06,0,0,0,0,0,0,1,0,8,0,0,Napoli,31,6.24,6.45,3,0,0,0,0,0,1,0,7,0,0,Napoli,19,5.79,5.84,1,0,0,0,0,0,0,0,4,0,0
GHOULAM,Napoli,34,6.03,6.04,0,0,0,0,0,0,2,0,3,0,0,Napoli,27,5.93,6.13,0,0,0,0,0,0,5,1,1,0,0,Napoli,11,6.55,7.32,2,0,0,0,0,0,3,0,1,0,0,Napoli,15,6,6.33,1,0,0,0,0,0,2,1,2,0,0
KOULIBALY,Napoli,33,6.32,6.15,0,0,0,0,0,0,0,0,11,0,0,Napoli,28,6.27,6.38,2,0,0,0,0,0,0,0,6,0,0,Napoli,35,6.3,6.63,5,0,0,0,0,0,0,0,5,1,0,Napoli,35,6.27,6.31,2,0,0,0,0,0,1,0,9,1,0
STRINIC,Napoli,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0,Napoli,12,6.25,6.29,0,0,0,0,0,0,1,1,3,0,0,Sampdoria,15,5.9,5.97,0,0,0,0,0,0,2,0,2,0,0,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLAN,Napoli,35,6.39,6.7,3,0,0,0,0,0,4,0,4,0,0,Napoli,28,6.02,6.18,1,0,0,0,0,0,3,0,3,0,0,Napoli,37,6.34,6.74,4,0,0,0,0,0,4,0,2,0,0,Napoli,33,6.18,6.18,1,0,0,0,0,0,2,0,10,0,0
HAMSIK,Napoli,38,6.39,6.97,5,0,0,2,1,1,7,0,0,0,0,Napoli,38,6.41,7.47,12,0,0,0,0,0,5,0,1,0,0,Napoli,38,6.03,6.58,7,0,0,0,0,0,1,0,2,0,0,Napoli,13,5.85,5.81,0,0,0,0,0,0,0,0,1,0,0
VALDIFIORI,Napoli,6,5.42,5.17,0,0,0,0,0,0,0,0,3,0,0,Torino,24,5.85,5.75,0,0,0,0,0,0,0,0,5,0,0,Torino,9,5.5,5.44,0,0,0,0,0,0,0,0,1,0,0,SPAL,13,5.88,5.85,0,0,0,0,0,0,0,1,3,0,0
CALLEJON,Napoli,36,6.19,6.83,7,0,0,0,0,0,4,0,4,0,0,Napoli,37,6.49,7.89,14,0,0,0,0,0,11,1,2,1,0,Napoli,38,6.14,7.18,10,0,0,0,0,0,7,4,3,0,0,Napoli,33,6.15,6.71,3,0,0,0,0,0,9,1,1,0,0
HIGUAIN,Napoli,35,6.94,10.04,33,0,0,3,3,0,2,0,1,1,0,Juventus,38,6.47,8.43,24,0,0,0,0,0,3,0,1,0,0,Juventus,33,6.17,7.56,15,0,0,2,1,1,3,0,4,0,0,Milan,15,6,6.93,6,0,0,1,0,1,1,0,2,1,0
INSIGNE,Napoli,37,6.26,7.45,10,0,0,2,2,0,9,0,2,0,0,Napoli,37,6.59,8.24,16,0,0,2,2,0,8,0,2,0,0,Napoli,37,6.34,7.2,7,0,0,1,1,0,10,0,4,0,0,Napoli,28,6.07,7.07,9,0,0,2,1,1,5,0,6,1,0
MERTENS,Napoli,33,6.17,6.67,5,0,0,0,0,0,5,0,7,0,0,Napoli,34,6.87,9.4,26,0,0,3,2,1,8,0,6,0,0,Napoli,38,6.22,7.67,14,0,0,5,4,1,6,0,4,0,0,Napoli,35,6.31,7.96,15,0,0,1,1,0,8,2,1,0,0
REGINI,Napoli,14,5.39,5.32,0,0,0,0,0,0,0,0,2,0,0,Sampdoria,34,5.66,5.71,0,0,0,0,0,0,4,0,5,0,0,Sampdoria,14,5.86,5.79,0,0,0,0,0,0,0,0,2,0,0,SPAL,3,6,6,0,0,0,0,0,0,0,0,0,0,0
CHIRICHES,Napoli,8,6,6.25,1,0,0,0,0,0,0,0,2,0,0,Napoli,13,6.12,6.58,2,0,0,0,0,0,0,0,0,0,0,Napoli,7,5.79,5.71,0,0,0,0,0,0,0,0,1,0,0,Napoli,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
SORRENTINO,Palermo,35,6.36,4.69,0,58,0,0,0,0,0,0,1,0,0,Chievo,34,6.26,4.72,0,52,0,0,0,0,0,0,1,0,0,Chievo,38,6.29,4.95,0,59,3,0,0,0,0,0,2,0,0,Chievo,31,6.29,4.52,0,60,2,0,0,0,0,0,2,0,0
GOLDANIGA,Palermo,15,5.8,6.07,2,0,0,0,0,0,0,0,5,0,0,Palermo,28,5.43,5.34,2,0,0,0,0,0,0,0,11,1,1,Sassuolo,13,5.92,5.88,1,0,0,0,0,0,0,0,3,2,0,Frosinone,29,5.57,5.6,1,0,0,0,0,0,1,0,6,0,0
GONZALEZ G,Palermo,35,5.56,5.46,2,0,0,0,0,0,0,0,11,0,2,Palermo,20,5.5,5.38,1,0,0,0,0,0,0,0,7,2,0,Bologna,22,5.61,5.43,0,0,0,0,0,0,0,0,4,2,0,Bologna,11,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
HILJEMARK,Palermo,38,5.74,6.05,4,0,0,0,0,0,1,1,4,0,0,Genoa,26,5.62,5.83,2,0,0,0,0,0,0,0,1,0,0,Genoa,15,5.9,6.07,0,0,0,0,0,0,3,0,1,0,0,Genoa,15,5.7,5.9,1,0,0,0,0,0,0,0,0,0,0
PEZZELLA GIU,Palermo,8,5.44,5.44,0,0,0,0,0,0,0,0,0,0,0,Palermo,10,5.35,5.3,0,0,0,0,0,0,0,0,1,0,0,Udinese,14,5.5,5.32,0,0,0,0,0,0,0,0,3,1,0,Genoa,5,5.2,4.9,0,0,0,0,0,0,0,0,1,1,0
CRISTANTE,Palermo,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,Atalanta,25,6,6.4,3,0,0,0,0,0,2,0,2,0,0,Atalanta,36,6.1,6.81,9,0,0,1,0,1,3,0,3,0,0,Roma,35,5.87,6.13,4,0,0,0,0,0,2,0,10,0,0
CIONEK,Palermo,5,6.2,6,0,0,0,0,0,0,0,0,2,0,0,Palermo,28,5.68,5.54,0,0,0,0,0,0,0,0,8,0,0,SPAL,15,6.17,6.2,1,0,0,0,0,0,0,0,5,0,0,SPAL,30,5.77,5.58,0,0,0,0,0,0,2,0,12,2,0
PEROTTI,Roma,31,6.27,6.77,3,0,0,1,1,0,6,1,3,2,0,Roma,27,6.26,7.33,1,0,0,7,7,0,6,0,2,0,0,Roma,23,6.17,6.74,3,0,0,4,2,2,4,0,0,0,0,Roma,13,6,7.04,2,0,0,3,3,0,0,0,3,0,0
SZCZESNY,Roma,34,6.21,5.19,0,34,0,0,0,0,0,0,1,0,0,Roma,38,6.28,5.43,0,38,2,0,0,0,0,0,0,0,0,Juventus,17,6.06,5.53,0,9,0,0,0,0,0,0,0,0,0,Juventus,28,6.14,5.54,0,20,1,0,0,0,0,0,0,0,0
MANOLAS,Roma,37,6.04,6.11,2,0,0,0,0,0,2,0,7,0,1,Roma,32,6.11,6,0,0,0,0,0,0,0,0,7,0,0,Roma,29,6.02,6.22,2,0,0,0,0,0,0,0,0,0,0,Roma,27,6.06,6.06,1,0,0,0,0,0,0,0,6,0,0
DE ROSSI,Roma,23,6.07,6.09,1,0,0,0,0,0,1,1,9,0,0,Roma,28,6.09,6.46,2,0,0,2,2,0,2,1,9,0,0,Roma,21,5.9,5.9,1,0,0,0,0,0,1,0,6,1,0,Roma,18,6.19,6.33,1,0,0,0,0,0,1,0,3,0,0
FLORENZI,Roma,33,6.14,6.8,7,0,0,0,0,0,3,0,4,0,0,Roma,9,6.17,6.33,0,0,0,0,0,0,2,1,3,0,0,Roma,31,6,6.13,1,0,0,1,0,1,5,0,2,0,0,Roma,29,6.03,6.31,3,0,0,0,0,0,1,1,4,1,0
NAINGGOLAN,Roma,35,6.33,6.7,6,0,0,0,0,0,1,0,10,1,0,Roma,36,6.39,7.33,11,0,0,0,0,0,2,0,2,0,0,Roma,31,6.23,6.77,4,0,0,0,0,0,9,0,6,1,0,Inter,28,6.21,6.91,6,0,0,0,0,0,3,0,3,0,0
PJANIC,Roma,33,6.44,7.41,9,0,0,1,1,0,7,3,10,1,1,Juventus,30,6.18,6.87,5,0,0,0,0,0,3,5,5,0,0,Juventus,31,6.32,6.92,5,0,0,0,0,0,7,1,5,0,1,Juventus,30,6.12,6.37,2,0,0,0,0,0,2,3,5,1,0
STROOTMAN,Roma,3,6.33,6.5,0,0,0,0,0,0,1,0,1,0,0,Roma,33,6.3,6.76,4,0,0,0,0,0,6,0,6,0,0,Roma,29,5.84,5.88,1,0,0,0,0,0,0,0,4,0,0,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
IAGO FALQUE,Roma,21,5.74,6.05,2,0,0,0,0,0,1,0,1,0,0,Torino,34,6.13,7.25,10,0,0,3,2,1,6,0,2,0,0,Torino,36,6.18,7.35,12,0,0,0,0,0,6,1,2,0,0,Torino,25,6.22,7.08,6,0,0,0,0,0,3,1,1,0,0
ZUKANOVIC,Roma,23,5.59,5.74,3,0,0,0,0,0,1,0,7,1,1,Atalanta,18,5.94,5.92,0,0,0,0,0,0,0,0,1,0,0,Genoa,31,5.97,5.79,0,0,0,0,0,0,1,0,5,0,2,Genoa,24,5.69,5.58,0,0,0,0,0,0,0,0,5,0,0
DZEKO,Roma,28,5.75,6.57,6,0,0,2,2,0,2,0,4,1,0,Roma,37,6.62,8.97,28,0,0,3,1,2,8,0,4,0,0,Roma,36,6.21,7.57,16,0,0,0,0,0,4,0,6,0,0,Roma,33,6,6.83,9,0,0,0,0,0,5,0,9,0,0
EL SHAARAWY,Roma,16,6.31,7.94,8,0,0,0,0,0,2,0,0,0,0,Roma,29,6.16,7.12,8,0,0,0,0,0,4,0,0,0,0,Roma,32,5.92,6.72,7,0,0,0,0,0,5,0,1,0,0,Roma,28,6.18,7.43,11,0,0,0,0,0,3,0,2,0,0
RANOCCHIA,Sampdoria,19,5.55,5.37,0,0,0,0,0,0,0,0,5,1,0,Inter,5,5,4.8,0,0,0,0,0,0,0,0,2,0,0,Inter,7,6.14,6.43,2,0,0,0,0,0,0,0,4,0,1,Inter,2,6,5.75,0,0,0,0,0,0,0,0,1,0,0
VIVIANO,Sampdoria,37,6.41,5.19,0,56,4,0,0,0,0,0,2,0,0,Sampdoria,17,6.38,5.24,0,20,1,0,0,0,0,0,5,0,0,Sampdoria,27,6.15,4.89,0,43,4,0,0,0,0,0,2,0,1,SPAL,17,6.29,4.82,0,25,0,0,0,0,0,0,0,0,0
DE SILVESTRI,Sampdoria,17,6.06,6.24,1,0,0,0,0,0,2,0,4,0,0,Torino,16,5.84,6.12,1,0,0,0,0,0,1,1,1,0,0,Torino,35,6.04,6.46,5,0,0,0,0,0,2,0,3,1,0,Torino,31,6,6.29,2,0,0,0,0,0,4,0,2,0,0
SALAMON,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cagliari,10,5.45,5.4,0,0,0,0,0,0,0,0,1,0,0,SPAL,20,5.7,5.48,0,0,0,0,0,0,0,0,5,0,1,Frosinone,20,5.82,5.75,0,0,0,0,0,0,0,0,3,0,0
SILVESTRE,Sampdoria,25,5.54,5.4,0,0,0,0,0,0,0,0,7,0,0,Sampdoria,36,6,6,0,0,0,0,0,0,2,0,2,1,0,Sampdoria,34,5.96,5.94,1,0,0,0,0,0,0,0,3,0,1,Empoli,34,5.84,5.87,2,0,0,0,0,0,0,0,6,0,1
BARRETO,Sampdoria,28,5.59,5.57,0,0,0,0,0,0,1,0,3,0,0,Sampdoria,32,5.97,6.06,2,0,0,0,0,0,0,0,4,1,0,Sampdoria,26,5.67,5.67,1,0,0,0,0,0,0,0,4,1,0,Sampdoria,11,6.05,6.14,0,0,0,0,0,0,2,0,2,0,0
QUAGLIARELLA,Sampdoria,31,5.85,6.61,7,0,0,1,1,0,0,0,1,0,0,Sampdoria,36,5.94,6.92,9,0,0,4,3,1,3,0,2,0,0,Sampdoria,35,6.24,7.87,12,0,0,8,7,1,5,0,4,0,0,Sampdoria,37,6.43,8.64,17,0,0,10,9,1,7,0,1,0,0
SALA,Sampdoria,22,5.61,5.48,0,0,0,0,0,0,0,1,8,0,0,Sampdoria,20,5.62,5.5,0,0,0,0,0,0,0,0,5,0,0,Sampdoria,13,5.62,5.5,0,0,0,0,0,0,0,0,1,1,0,Sampdoria,19,5.87,5.79,0,0,0,0,0,0,1,0,5,0,0
PEREIRA P,Sampdoria,9,5.61,5.72,0,0,0,0,0,0,1,0,0,0,0,Sampdoria,10,5.45,5.2,0,0,0,0,0,0,0,0,5,0,0,Genoa,6,5.92,5.75,0,0,0,0,0,0,0,0,2,0,0,Genoa,20,5.52,5.5,0,0,0,0,0,0,0,0,1,0,0
SKRINIAR,Sampdoria,2,5.5,5,0,0,0,0,0,0,0,0,1,1,0,Sampdoria,35,5.7,5.61,0,0,0,0,0,0,0,0,4,1,0,Inter,38,6.28,6.51,4,0,0,0,0,0,0,0,2,0,1,Inter,35,6.1,5.99,0,0,0,0,0,0,0,0,4,0,1
